Web Search interest
United States; 2005

Interest over time
Week,News
2005-01-02 - 2005-01-08,+0%
2005-01-09 - 2005-01-15,-2%
2005-01-16 - 2005-01-22,-1%
2005-01-23 - 2005-01-29,-7%
2005-01-30 - 2005-02-05,-15%
2005-02-06 - 2005-02-12,-14%
2005-02-13 - 2005-02-19,-12%
2005-02-20 - 2005-02-26,-5%
2005-02-27 - 2005-03-05,-7%
2005-03-06 - 2005-03-12,-12%
2005-03-13 - 2005-03-19,-16%
2005-03-20 - 2005-03-26,-14%
2005-03-27 - 2005-04-02,-12%
2005-04-03 - 2005-04-09,-12%
2005-04-10 - 2005-04-16,-14%
2005-04-17 - 2005-04-23,-11%
2005-04-24 - 2005-04-30,-11%
2005-05-01 - 2005-05-07,-14%
2005-05-08 - 2005-05-14,-12%
2005-05-15 - 2005-05-21,-10%
2005-05-22 - 2005-05-28,-9%
2005-05-29 - 2005-06-04,-9%
2005-06-05 - 2005-06-11,-7%
2005-06-12 - 2005-06-18,-8%
2005-06-19 - 2005-06-25,-12%
2005-06-26 - 2005-07-02,-8%
2005-07-03 - 2005-07-09,+0%
2005-07-10 - 2005-07-16,-7%
2005-07-17 - 2005-07-23,-6%
2005-07-24 - 2005-07-30,-14%
2005-07-31 - 2005-08-06,-12%
2005-08-07 - 2005-08-13,-10%
2005-08-14 - 2005-08-20,-15%
2005-08-21 - 2005-08-27,-15%
2005-08-28 - 2005-09-03,+11%
2005-09-04 - 2005-09-10,-8%
2005-09-11 - 2005-09-17,-6%
2005-09-18 - 2005-09-24,+14%
2005-09-25 - 2005-10-01,-10%
2005-10-02 - 2005-10-08,-3%
2005-10-09 - 2005-10-15,-10%
2005-10-16 - 2005-10-22,-5%
2005-10-23 - 2005-10-29,-2%
2005-10-30 - 2005-11-05,-10%
2005-11-06 - 2005-11-12,-3%
2005-11-13 - 2005-11-19,-10%
2005-11-20 - 2005-11-26,-16%
2005-11-27 - 2005-12-03,-10%
2005-12-04 - 2005-12-10,+2%
2005-12-11 - 2005-12-17,-10%
2005-12-18 - 2005-12-24,-16%
2005-12-25 - 2005-12-31,-17%



Top searches
weather,100
news,75
cnn,25
fox,15
weather channel,10
fox news,10
newspapers,10
bbc,5
drudge,5
msnbc,5
national weather,5
new york times,5
noaa,5
jessica simpson,5
paris hilton,5
national weather service,5
britney spears,5
daily news,5
weather forecast,5
cbs,5



Rising searches
weather happy,tx,Breakout
katie holmes,+400%
tom cruise,+400%
jessica alba,+300%
eva longoria,+190%
brad pitt,+110%
jennifer aniston,+110%
people magazine,+100%
yahoo weather,+80%
citizens bank,+50%



