Web Search interest
United States; 2006

Interest over time
Week,Books & Literature
2006-01-01 - 2006-01-07,+0%
2006-01-08 - 2006-01-14,+10%
2006-01-15 - 2006-01-21,+7%
2006-01-22 - 2006-01-28,+7%
2006-01-29 - 2006-02-04,+10%
2006-02-05 - 2006-02-11,+15%
2006-02-12 - 2006-02-18,+14%
2006-02-19 - 2006-02-25,+10%
2006-02-26 - 2006-03-04,+13%
2006-03-05 - 2006-03-11,+11%
2006-03-12 - 2006-03-18,+9%
2006-03-19 - 2006-03-25,+9%
2006-03-26 - 2006-04-01,+7%
2006-04-02 - 2006-04-08,+14%
2006-04-09 - 2006-04-15,+6%
2006-04-16 - 2006-04-22,+4%
2006-04-23 - 2006-04-29,+25%
2006-04-30 - 2006-05-06,+15%
2006-05-07 - 2006-05-13,+10%
2006-05-14 - 2006-05-20,+10%
2006-05-21 - 2006-05-27,+5%
2006-05-28 - 2006-06-03,-6%
2006-06-04 - 2006-06-10,-11%
2006-06-11 - 2006-06-17,-18%
2006-06-18 - 2006-06-24,-24%
2006-06-25 - 2006-07-01,-24%
2006-07-02 - 2006-07-08,-26%
2006-07-09 - 2006-07-15,-26%
2006-07-16 - 2006-07-22,-28%
2006-07-23 - 2006-07-29,-28%
2006-07-30 - 2006-08-05,-29%
2006-08-06 - 2006-08-12,-25%
2006-08-13 - 2006-08-19,-21%
2006-08-20 - 2006-08-26,-20%
2006-08-27 - 2006-09-02,-14%
2006-09-03 - 2006-09-09,-6%
2006-09-10 - 2006-09-16,-4%
2006-09-17 - 2006-09-23,-1%
2006-09-24 - 2006-09-30,+4%
2006-10-01 - 2006-10-07,-3%
2006-10-08 - 2006-10-14,+2%
2006-10-15 - 2006-10-21,+0%
2006-10-22 - 2006-10-28,+4%
2006-10-29 - 2006-11-04,+2%
2006-11-05 - 2006-11-11,+0%
2006-11-12 - 2006-11-18,+7%
2006-11-19 - 2006-11-25,-4%
2006-11-26 - 2006-12-02,+9%
2006-12-03 - 2006-12-09,+11%
2006-12-10 - 2006-12-16,+11%
2006-12-17 - 2006-12-23,-6%
2006-12-24 - 2006-12-30,-29%
2006-12-31 - 2007-01-06,-16%



Top searches
quotes,100
book,40
poems,40
books,40
magazine,35
mla,15
poem,15
poetry,15
harry potter,15
quote,10
love quotes,10
love poems,10
apa,10
citation,10
barnes noble,10
famous quotes,10
shakespeare,10
sparknotes,5
spark notes,5
mla format,5



Rising searches
teddy geiger,+1,300%
eragon,+190%
harry potter 7,+160%
davinci code,+130%
da vinci code,+110%
the davinci code,+110%
us weekly,+60%
sparknotes,+50%
citation,+40%
citation machine,+40%



